Date,High,Low,Open,Close,Volume,Adj Close
2020-03-23,1.0824854373931885,1.0660412311553955,1.0687528848648071,1.0694386959075928,0,1.0694386959075928
2020-03-24,1.0888501405715942,1.0753382444381714,1.0764726400375366,1.0764610767364502,0,1.0764610767364502
2020-03-25,1.0849517583847046,1.0770175457000732,1.0801235437393188,1.080263614654541,0,1.080263614654541
2020-03-26,1.1025480031967163,1.0876539945602417,1.0887553691864014,1.0889569520950317,0,1.0889569520950317
2020-03-27,1.1086474657058716,1.0955182313919067,1.1046184301376343,1.1048258543014526,0,1.1048258543014526
2020-03-29,1.1137841939926147,1.1012245416641235,1.1135361194610596,1.113908290863037,0,1.113908290863037
2020-03-30,1.1043622493743896,1.0929678678512573,1.1028398275375366,1.1030466556549072,0,1.1030466556549072
2020-03-31,1.1037527322769165,1.0918699502944946,1.1028155088424683,1.102657437324524,0,1.102657437324524
2020-04-01,1.0962989330291748,1.0844340324401855,1.0950982570648193,1.0953621864318848,0,1.0953621864318848
2020-04-02,1.085894227027893,1.0776199102401733,1.084386944770813,1.0847399234771729,0,1.0847399234771729
2020-04-05,1.083435297012329,1.0769248008728027,1.0808240175247192,1.0806955099105835,0,1.0806955099105835
2020-04-06,1.0923351049423218,1.0791398286819458,1.0801936388015747,1.0803803205490112,0,1.0803803205490112
2020-04-07,1.0896213054656982,1.083177089691162,1.0894314050674438,1.0895144939422607,0,1.0895144939422607
2020-04-08,1.0943553447723389,1.0841801166534424,1.0861183404922485,1.0863661766052246,0,1.0863661766052246
2020-04-09,1.0954102277755737,1.0921083688735962,1.0925976037979126,1.0927408933639526,0,1.0927408933639526
2020-04-12,1.0968520641326904,1.089360237121582,1.093135118484497,1.0932666063308716,0,1.0932666063308716
2020-04-13,1.0983941555023193,1.0915720462799072,1.0919533967971802,1.0922993421554565,0,1.0922993421554565
2020-04-14,1.0989010334014893,1.0857645273208618,1.0982372760772705,1.098538875579834,0,1.098538875579834
2020-04-15,1.0907741785049438,1.0829660892486572,1.0903817415237427,1.0905101299285889,0,1.0905101299285889
2020-04-16,1.0893245935440063,1.0812681913375854,1.0860122442245483,1.0858471393585205,0,1.0858471393585205
2020-04-19,1.0897043943405151,1.084304690361023,1.0866258144378662,1.0866966247558594,0,1.0866966247558594
2020-04-20,1.0879971981048584,1.0817945003509521,1.0863542556762695,1.0864840745925903,0,1.0864840745925903
2020-04-21,1.0883169174194336,1.0824267864227295,1.0857409238815308,1.0856467485427856,0,1.0856467485427856
2020-04-22,1.0843987464904785,1.0758357048034668,1.0806838274002075,1.080964207649231,0,1.080964207649231
2020-04-23,1.0817711353302002,1.0727657079696655,1.0776326656341553,1.077702283859253,0,1.077702283859253
2020-04-26,1.0860357284545898,1.081221342086792,1.08236825466156,1.08236825466156,0,1.08236825466156
2020-04-27,1.0889687538146973,1.0811277627944946,1.0827198028564453,1.0824854373931885,0,1.0824854373931885
2020-04-28,1.0874292850494385,1.0831655263900757,1.0832358598709106,1.0836584568023682,0,1.0836584568023682
2020-04-29,1.0969964265823364,1.0835645198822021,1.0876659154891968,1.087725043296814,0,1.087725043296814
2020-04-30,1.101624846458435,1.0935415029525757,1.0944750308990479,1.094546914100647,0,1.094546914100647
2020-05-03,1.0957822799682617,1.0901321172714233,1.0957462787628174,1.0959625244140625,0,1.0959625244140625
2020-05-04,1.092132329940796,1.0826963186264038,1.090453028678894,1.0904293060302734,0,1.0904293060302734
2020-05-05,1.084481120109558,1.0784229040145874,1.0840108394622803,1.0838581323623657,0,1.0838581323623657
2020-05-06,1.08157217502594,1.0767507553100586,1.0800535678863525,1.0798553228378296,0,1.0798553228378296
2020-05-07,1.0873347520828247,1.0816305875778198,1.0836936235427856,1.0837171077728271,0,1.0837171077728271
2020-05-10,1.0853049755096436,1.0804269313812256,1.0840108394622803,1.0839520692825317,0,1.0839520692825317
2020-05-11,1.08804452419281,1.078539252281189,1.080917477607727,1.080940842628479,0,1.080940842628479
2020-05-12,1.0893363952636719,1.0831419229507446,1.0846339464187622,1.0846810340881348,0,1.0846810340881348
2020-05-13,1.0824854373931885,1.0776559114456177,1.0821925401687622,1.08236825466156,0,1.08236825466156
2020-05-14,1.0849517583847046,1.079086184501648,1.0806254148483276,1.0806955099105835,0,1.0806955099105835
2020-05-17,1.0912741422653198,1.0800886154174805,1.081946611404419,1.0821340084075928,0,1.0821340084075928
2020-05-18,1.0975141525268555,1.090274691581726,1.0915838479995728,1.0915124416351318,0,1.0915124416351318
2020-05-19,1.0999042987823486,1.0929200649261475,1.0930156707763672,1.0927767753601074,0,1.0927767753601074
2020-05-20,1.1008729934692383,1.093948245048523,1.0979359149932861,1.0982975959777832,0,1.0982975959777832
2020-05-21,1.0955302715301514,1.0886130332946777,1.0952422618865967,1.0952903032302856,0,1.0952903032302856
2020-05-24,1.0914647579193115,1.0872046947479248,1.0909050703048706,1.0907801389694214,0,1.0907801389694214
2020-05-25,1.0991548299789429,1.0898351669311523,1.0901083946228027,1.0902997255325317,0,1.0902997255325317
2020-05-26,1.1029858589172363,1.0936611890792847,1.098056435585022,1.0981770753860474,0,1.0981770753860474
2020-05-27,1.1071866750717163,1.0993118286132812,1.1015278100967407,1.1016855239868164,0,1.1016855239868164
2020-05-28,1.114466905593872,1.1070396900177002,1.1078122854232788,1.1079105138778687,0,1.1079105138778687
2020-05-31,1.115200161933899,1.1101489067077637,1.1114568710327148,1.1118524074554443,0,1.1118524074554443
2020-06-01,1.1195701360702515,1.1115680932998657,1.1125574111938477,1.1125946044921875,0,1.1125946044921875
2020-06-02,1.1249985694885254,1.118105411529541,1.1185681819915771,1.118943691253662,0,1.118943691253662
2020-06-03,1.1360538005828857,1.1195951700210571,1.123721718788147,1.1235954761505127,0,1.1235954761505127
2020-06-04,1.1383945941925049,1.1285662651062012,1.1337226629257202,1.1337867975234985,0,1.1337867975234985
2020-06-07,1.131874680519104,1.126950979232788,1.1316057443618774,1.1319515705108643,0,1.1319515705108643
